,accuracy,accuracy,balanced_accuracy,balanced_accuracy,f1,f1
,mean,std,mean,std,mean,std
model,,,,,,
audio,55.07886231415644,3.54098219816398,55.512152777777786,2.4702396515621103,54.55356219497114,3.594928279404414
fusion-oof,50.24967679379444,9.097002678617944,50.57465277777778,5.098363043599794,46.785702089498024,9.181344062158034
fusion-paper,62.97721396250809,7.956193095809914,62.2578125,8.060724580440567,62.237296408096576,8.684617051721787
video,45.43010665804783,12.559965311489604,46.40972222222222,12.61433412031713,39.89153796620872,16.584036754314415
